block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast50,DFedSAM,40,8,0.3590811522177217,0.03391985346587609,0.001150556459146506,0.3355758929831982,0.3825864114522452,13431600.0
heterogeneous,fast50,DFedSAM,41,8,0.3643614747164098,0.033459111179785485,0.001119512120941246,0.3411754935968629,0.3875474558359567,14086800.0
heterogeneous,fast50,DFedSAM,42,8,0.360637317295165,0.037279378826991685,0.0013897520857263559,0.33480402575951673,0.3864706088308133,14757600.0
heterogeneous,fast50,DFedSAM,43,8,0.36221119954930314,0.036630506323617536,0.0013417939935245842,0.336827553717971,0.38759484538063527,15444000.0
heterogeneous,fast50,DFedSAM,44,8,0.36034583318023305,0.036217047207619764,0.0013116745084389586,0.335248699898673,0.3854429664617931,16146000.0
heterogeneous,fast50,DFedSAM,45,8,0.36101577546650243,0.0347632012710336,0.001208480162610392,0.3369261060190918,0.3851054449139131,16863600.0
heterogeneous,fast50,DFedSAM,46,8,0.36332785817580504,0.03354959626897956,0.0011255754098115273,0.34007917408849603,0.38657654226311405,17596800.0
heterogeneous,fast50,DFedSAM,47,8,0.3619848247243106,0.034984516986030056,0.0012239164287458255,0.33774179131089993,0.38622785813772126,18345600.0
heterogeneous,fast50,DFedSAM,48,8,0.36749488630348387,0.03271753055548712,0.0010704368056492334,0.3448227943384101,0.3901669782685576,19110000.0
heterogeneous,fast50,DFedSAM,49,8,0.3660456587721307,0.03440010398302661,0.0011833671540430434,0.3422076029082086,0.38988371463605276,19890000.0
heterogeneous,fast50,DeceFL,0,8,0.30039370107222374,0.026649636178298488,0.0007102031084356757,0.2819264453835511,0.3188609567608964,62400.0
heterogeneous,fast50,DeceFL,1,8,0.31691878752109914,0.025883311837952165,0.0006699458317006747,0.2989825675073208,0.3348550075348775,187200.0
heterogeneous,fast50,DeceFL,2,8,0.3230384064270487,0.025424950648769297,0.0006464281154923543,0.3054198145122722,0.34065699834182517,374400.0
heterogeneous,fast50,DeceFL,3,8,0.333616448305326,0.029010630760593577,0.0008416166971274982,0.3135131068427575,0.3537197897678945,624000.0
